id,resourceType,title,description,startDate,endDate,lat,lon,documentType,author,Evacuated,Homeless,Injuries,Deaths,Insured Cost,Train(s) damaged,Train(s) destroyed,Home(s) damaged,Home(s) destroyed,Building(s) damaged,Building(s) destroyed,Ind Premises destroyed,Com Premises damaged,Com Premises destroyed,Bridge(s) damaged,Bridge(s) destroyed,Aircraft damaged,Aircraft destroyed,Motor Vehicle(s) damaged,Motor Vehicle(s) destroyed,Water vessel(s) damaged,Water vessel(s) destroyed,Business(es) damaged,Business(es) destroyed,Farm(s) damaged,Farm(s) destroyed,Crop(s) destroyed,Livestock destroyed,Government assistance,regions,subjects,url,resourceUrl
613,Disaster Event,Flood - Queensland Jan 2012,"From 24 January 2012, south-east Queensland experienced very high rainfall across the region with totals up to 200 mm recorded in a 24 hour period.&nbsp; Floods occurred in some areas and homes were evacuated, power outages occurred and several roads were closed as the heavy rain continued.  The State Emergency Service (SES) received approximately 500 requests for assistance between midnight and 4 pm across south-east Queensland. The SES efforts focused on the north side of Brisbane, in Boondall, Zillmere, Herston and Aspley. Most requests for assistance were for minor damage to properties and general and storm damage.&nbsp;On 24 January, evacuation centres were opened at Narangba and Deception Bay, north of Brisbane. Twelve homes were evacuated as a precaution at Burpengary, north of Brisbane, and another dozen homes were flooded further north on the Sunshine Coast. Power was cut to approximately 9500 homes and businesses across the south-east. Overnight Upper Springbrook recorded some of the heaviest rain falls, with 193 mm in the 12 hours to 6 am. Lower Springbrook recorded 173 mm, Upper Tallebudgera 142 mm and 127 mm at Mt Tamborine. Brisbane city and suburbs had between 80 and 120 mm of rain and Caloundra on the Sunshine Coast recorded 271 mm in just ten hours.  Thirteen dams across south-east Queensland began spilling water to cope with the deluge, which included 220 mm falls over 30 hours in some parts.  Council run Australia Day events planned for the Moreton Bay Region and for the Gold Coast's Evandale Parklands were forced to cancel due to the heavy rain.  The State Emergency Services received more than 650 calls for assistance on the morning of 27 January.   On 3 February a state of emergency was declared in Mitchell and approximately a quarter of the population was evacuated.. The Queensland Government requested assistance from the Australian Defence Force to provide aerial support and aid evacuations. The Maranoa River reached 9.85 m, breaking its 1956 record peak of 9.26 m. Almost half the population took refuge in a sports complex and when the flood threatened to isolate the complex helicopters were sent in to air-lift people to safety.  By 4 February the Warrego River in Charleville reached 7.7 m and over 280 homes were inundated when floodwaters in Roma peaked at 8.35 m. Approximately 50 per cent of homes experienced some form of inundation. More than 700 homes or businesses in the region needed assistance, and more than 440 were damaged with approximately 288 properties affected in Mitchell and 290 affected in Roma. One hundred and twenty Australian Defence Force soldiers assisted with the clean up in these regions.  On 5 February mandatory evacuations were ordered for St George after it was predicted the Balonne River would peak at up to 15 m. With more than 2600 people from a population of 3000 evacuated, it was Queensland&rsquo;s largest evacuation in history. The Balonne River in St George passed its previous record of 13.48 m, peaking at 13.93 m, but the township remained protected by its 14.5 m levee with damage restricted to the 50 homes. St George also faced pollution problems as floodwaters damaged the local sewerage treatment plant, posing a major public health risk.  At the beginning of March, a category one cyclone off the south-east coast caused further flooding and six evacuation centres were opened across the coast to assist evacuated and displaced people.  The National Disaster Relief and Recovery Arrangements (NDRRA) identified the Local Government Areas of Aurukun, Burdekin, Burke, Cairns, Carpentaria, Cassowary Coast, Charters Towers, Cook, Doomadgee, Hinchinbrook, Kowanyama, Mackay, Mapoon, Mornington, Napranum, Northern Peninsula, Palm Island, Pormpuraaw, Tablelands, Townsville City, Torres Strait Islands and Yarrabah as natural disaster zones. To date the Australian Government Disaster Recovery Payments total approximately $11,749,000 allocated to 10,293 claimants.  On 3 January one person died when their car was swept off a causeway into floodwaters in Roma. Another person died on 5 March after being swept away by waters near Gympie, north of Brisbane.  The Insurance Council of Australia estimated the preliminary 2012 damage at $124.7 million.  Further information will be provided when available.  &nbsp;  &nbsp;",1/24/2012 0:00,3/13/2012 0:00,-23.51173782,148.1609344,,,,,,2,124688000,,,,,,,,,,,,,,,,,,,,,,,,11749000,Queensland,,http://www.emknowledge.gov.au/resource/?id=613,
114,Disaster Event,Flood - Eastern Australia,"In January 1974 Queensland, and to some extent other states, incurred significant flooding, with large areas of the country inundated. In Brisbane a very wet 1973 occurred and the rains had already resulted in some flooding when, on 24 January, cyclone Wanda hit the north of the city.&nbsp;Wanda came with relatively little wind, but produced record rains over the Australia Day holiday. Over the long weekend, Brisbane received 580 mm of rain, with much higher falls over river catchments near the city (1,300 mm in five days at Mt Glorious). Approximately 40 houses situated on the banks of the rivers and creeks were washed away as rivers flooded to their highest levels since the 1893 floods.  Fourteen lives were lost in the floods and many people had to be rescued from rising waters.  Record floods were also reported in New South Wales with much of the state affected. In May 1974, record flood levels occurred in the Ovens and Maribyrnong rivers in Victoria. Many settlements in South Australia were also badly affected; Oodnadatta, Marree, Moomba, Iron Knob, Andamooka and Coober Pedy were cut off by flood waters. In Tasmania, floods in the St Marys area in March - April caused extensive damage.  The Insurance Council of Australia estimated the 1974 damage at $68 million, with the 2011 estimated normailsed cost of $2645 million.",1/25/1974 0:00,4/01/1974 0:00,-27.47084808,153.0234222,,,,,,14,68000000,,,,,,,,,,,,,,,,,,,,,,,,,Tasmania;Queensland;New South Wales;South Australia;Victoria,,http://www.emknowledge.gov.au/resource/?id=114,
212,Disaster Event,Flood - Brisbane River,"On 24 January 1974, torrential rain and record breaking floods were a direct result of Tropical Cyclone Wanda, which crossed north of Brisbane.  Record flooding occurred in the Bulloo, Paroo, middle and lower reaches of the Flinders, Norman, Gilbert, Cooper, Diamantina, Georgina and Eyre rivers and creeks as well as Nerang, Brisbane City metropolitan, upper Brisbane, Bremer, Warrill and Logan rivers. By 29 January the Brisbane area had recorded 900 mm of rain. Brisbane also received 314 mm of rain in a 24 hour period surpassing the previous record established in 1931.  Six thousand houses were inundated by flood waters, where 56 were either completely destroyed or deemed uninhabitable. There was widespread damage to infrastructure including roads, railways and bridges as well as power lines, resulted in serious power failures throughout the affected regions. Business and industries sustained millions of dollars in losses due to the heavy deluge.  The Insurance Council of Australia estimated the 1974 damage at $68 million, with the 2011 estimated normalised cost of $2645 million.",1/25/1974 0:00,1/29/1974 0:00,-27.4712677,153.0091705,,,2500,,300,13,68000000,,,6000,56,,,,,,,,,,,,,,,,,,,,,Queensland,,http://www.emknowledge.gov.au/resource/?id=212,
337,Disaster Event,Flood - Katherine Floods,"On 24 January 1998, Tropical Cyclone Les developed over the Gulf of Carpentaria. As it made landfall it weakened into a rain depression which drifted towards Katherine.  Rain began to fall on 25 January and it continued to rain steadily for three days. During this time between 400 and 500 mm fell over the Katherine, Roper and Daly River catchments. Three people drowned in the floodwaters.  After two days of steady rain, on 27 January 1998, the Katherine River had risen to more than 20 m. The main street was covered by 2 m of muddy water and 2000 people abandoned their homes and possessions, many of them losing everything in the flood waters. Roads and transport links were extensively damaged and it took a number of days to repair. The Daly River was also affected by the flood as it moved downstream.  The Insurance Council of Australia estimated the 1998 damage at $70 million, with the 2011 estimated normalised cost of $201 million.",1/25/1998 0:00,2/02/1998 0:00,-14.46360493,132.2644043,,,2000,3600,30,3,70000000,,,1170,,500,,,,,,,,,,,,,,,,,,,,Northern Territory,,http://www.emknowledge.gov.au/resource/?id=337,
41,Disaster Event,Cyclone Winifred,"Tropical Cyclone Winifred registered as a category three cyclone and recorded wind gusts up to 175 km per hour, near Cowley Beach south of Innisfail. Damage and disruption extended from north of Cairns to Cardwell and inland on a narrow front to Ravenshoe. The areas that suffered flooding were between Babinda and Tully.  The tide gauge at Clump Point recorded a storm surge of 1.6 m, wave run-up on beaches was approximately 2 m above the astronomical tide. Significant 24 hour rainfalls during the period were Topaz 304 mm, Ravenshoe 373 mm, Tully 212 mm, lnnisfail 221 mm and Babinda 251 mm. There were three deaths.  The Insurance Council of Australia estimated the 1986 damage at $40 million, with the 2011 estimated normalised cost of $205 million.",1/27/1986 0:00,2/05/1986 0:00,-17.69570732,146.1140442,,,,,,3,40000000,,,,,1500,,,,,,,,,,,,12,,,,,,,,Queensland,,http://www.emknowledge.gov.au/resource/?id=41,
481,Disaster Event,Flood - North Queensland Feb 2009,"As a result of Tropical Cyclone Elllie, flooding in Queensland affected the townships between Townsville and Cairns. In addition further heavy rain fell between 6 and 7 February, with Ingham receiving 236 mm, raising the floodwater level to over 12.5 metres.  The monsoonal rain in North Queensland affected 62 per cent of the State. One of the heaviest falls was in Clonclurry which recorded more than 400 mm.&nbsp;An area of over one million square km was declared a disaster zone as flood waters continued to rise.  The Insurance Council of Australia estimated the 2009 damage at $19 million with the 2012 estimated normalised cost of $22 million.  This is the combined total for resulting floods from two events: Tropical Cyclone Charlotte and Tropical Cyclone Ellie. (see separate entry for North Queensland floods 12 January 2009).",1/31/2009 0:00,2/07/2009 0:00,-18.6511116,146.1546173,,,,,,1,19000000,,,3000,,,,,,,,,,,,,,,,,,,,,,Queensland,,http://www.emknowledge.gov.au/resource/?id=481,
446,Disaster Event,Severe Storm - Warwick,"On 13 October 1998 severe thunderstorms occurred in the area of Warwick. The impact of the storm included damage to 12 homes, commercial buildings, trees uprooted, and significant crop damage.  Later the same day storms occurred in the Brisbane area causing widespread damage to houses, buildings and trees being uprooted. Inner city rail services ceased operation for several hours. Brisbane Airport recorded significant wind gusts of up to 119 km per hour. Hail the size of golf balls were reported in the Brisbane and Gympie areas.  The Insurance Council of Australia estimated the 1998 damage at $23 million, with the 2011 estimated normalised cost of $80 million.",10/13/1998 0:00,10/13/1998 0:00,-33.91352081,150.9316711,,,,,,,23000000,,,12,,,,,,,,,,,,,,,,,,,,,,Queensland,,http://www.emknowledge.gov.au/resource/?id=446,
4781,Disaster Event,Bushfire - New South Wales 2013,"During October 2013, approximately 100 fires burnt across eastern New South Wales, including six major bushfires. The most serious fires started in the Blue Mountains on 16 and 17 October.  The fires began on 13 October when strong winds and high temperatures caused a fire near Port Stephens and destroyed six houses. Several sheds and cars were also burnt in the fires and dozens of residents spent the night in evacuation centres. One person died at Lake Munmorah while protecting their home. Fires also occurred around the Hunter and Hawksbury regions. At the same time, more than 100 firefighters were fighting bushfires at Tangory Mountain, Webbs Creek, Wollemi National Park, the Southern Highlands and the Central Coast.  On 16 October, a defence training exercise at Marrangaroo near the Blue Mountains, accidently sparked a fire that became known as the &lsquo;State Mine Fire&rsquo;. It had a perimeter of 190km and eventually burnt nearly 46,000 hectares between Lithgow and Mt Tomah. At its most severe, the fire travelled 25 km per hour through bushland.  Thousands of people in Lithgow were evacuated and the communities of Bell, Bilpin, Berambing, Clarence, Dargan, Hartley Vale, Mount Wilson were also affected. The fire devastated the recently restored tourist attraction, Zig Zag Railway, with equipment and train carriages destroyed.  On 17 October two more major fires began in the lower Blue Mountains: one near Mt Victoria and the other at Springwood. Wimallee and Yellowrock were the worst affected communities with 193 homes destroyed and 100 damaged. Staff and patients at the Springwood Hospital were evacuated as a precaution. With the three fires burning uncontrollably in the Blue Mountains, on 18 October, Victoria sent fire crews and equipment to assist with the NSW firefighting efforts. A State of Emergency was announced for NSW on 20 October.  By 22 October the State Mine Fire had travelled south and was threatening to join up with the Mt Victoria Fire. The Rural Fire Service decided to deliberately allow the State Mine Fire to join the Mount Victoria Fire in a controlled way by managing fuel loads and back-burning to create firebreaks. While this was a high risk strategy, by 25 October cooler weather conditions allowed firefighters to bring the three Blue Mountains Fires under control. The fires were declared extinguished on 13 November. A total of approximately 118,000 hectares was burnt across the state.  A second person died on 24 October while piloting a water-bombing plane that crashed over Budawang National Park.  Financial assistance and grants were made to eligible NSW bushfire victims.&bull; Australian Government Disaster Recovery Payment:Claims granted: 869Scheduled dollars to be paid $974,000  &bull; NSW Disaster Recovery Allowance:Claims granted: 54Scheduled dollars to be paid $42,801  &bull; National disaster relief and recovery arrangementsprovided funds to clean up bushfire related debris in the affected communities.&bull; $ 1.4 million was granted by the NSW government to make sites containing asbestos safe.&bull; A Blue Mountains Bushfire Mayoral Relief Fund was established to collect and distribute money.  Natural disaster relief and recovery arrangements were provided as a joint commonwealth and state / territory government initiative for local government areas.  The Insurance Council of Australia estimate the damage for the fires across NSW in October 2013 at $183,400,000.  Further information will be provided when it becomes available.",10/13/2013 0:00,11/13/2013 0:00,-33.64834976,150.3664398,,,,,,2,183400000,,,,200,,,,,,,,,,,,,,,,,,,,,New South Wales,,http://www.emknowledge.gov.au/resource/?id=4781,
355,Disaster Event,Earthquake - Meckering and Region,"At 10.59 am on 14 October 1968, the small town of Meckering about 130 km east of Perth was destroyed by an earthquake that measured 6.9 on the Richter scale. The earthquake was felt throughout the southern half of the State and caused damage in the surrounding townships, particularly York and Northam, and in the Perth Metropolitan area.  Prior to the earthquake the Meckering township consisted of 51 occupied dwellings; 12 private business premises and 15 buildings devoted to Government, public or sporting uses. Buildings which survived the earthquake and were still usable were reduced to 16 houses and three business premises. Approximately 20 people were injured.  The Insurance Council of Australia estimated the 1968 damage at $1.5 million, with the 2012 estimated normalised cost of $57 million.",10/14/1968 0:00,10/14/1968 0:00,-31.62678337,117.0074844,,,,,20,,1500000,,,,,50,,,,,,,,,,,,,,,,,,,,Western Australia,,http://www.emknowledge.gov.au/resource/?id=355,
195,Disaster Event,Bushfire - Western Sydney and Central Coast,"On 16 October 1991, a number of fires erupted on the coast of New South Wales many of which were believed to be deliberately lit. Major towns affected included Kenthurst, Hunter, Shoalhaven, Baulkham Hills, Gosford, Wyong Shire, Lake Macquarie and Cooma. Approximately 2500 firefighters were activated to control around thirty separate incidents across the state. A total of fourteen homes were completely destroyed and two people died via the fires at Kenthurst.",10/16/1991 0:00,1/31/1992 0:00,-33.65120697,151.0015869,,,,,,2,12000000,,,,14,,,,,,,,,,,,,,,,,,,,,New South Wales,,http://www.emknowledge.gov.au/resource/?id=195,
404,Disaster Event,Hail - Lake Grace,"On 16 October 2005, a complex low pressure system moved through the Central Wheatbelt and the Great Southern. Severe thunderstorms associated with the system caused hail damage to crops in the Lake Grace area from approximately 2.30 to 4.30 pm. More than 200 farms were affected. The area covered was 150 km from north to south and 50 km west to east. In most places the hailstorm lasted for approximately one hour and hail measured between 1 cm and 3 cm in diameter. In some places the hail was up to 25 cm deep. Over 5000 hectares of crops were destroyed and another 5500 hectares had at least 30 to 40 per cent damage. Estimates put the cost of the damage at over $10 million.",10/16/2005 0:00,10/16/2005 0:00,-33.10052109,118.4666214,,,,,,,10000000,,,,,,,,,,,,,,,,,,,,,,,,,Western Australia,,http://www.emknowledge.gov.au/resource/?id=404,
319,Disaster Event,"Severe Storm - Sydney, Wollongong and South Coast","On 24 October 1999, severe thunderstorms affected the mid-north coast and northern rivers districts of New South Wales. Twenty three yachts on Sydney Harbour were damaged and lightning cut power across parts of Sydney. Strong winds brought down trees in many Sydney suburbs. At Kendall in the mid-north coast, 5.5 cm diameter hail was reported. It dented cars, broke windows and skylights, and destroyed gardens. The Illawarra Escarpment received the heaviest rainfall in this event with Wattamolla (Tamol) recording 340 mm over two days.  The Insurance Council of Australia estimated the 1999 damage at $45 million, with the 2011 estimated normalised cost of $100 million.",10/24/1999 0:00,10/24/1999 0:00,-31.63124084,152.7038727,,,,,,,45000000,,,,,,,,,,,,,,,,,,,,,,,,,New South Wales,,http://www.emknowledge.gov.au/resource/?id=319,
14,Disaster Event,Hail - Hunter Valley,"On 31 October 2006 at Hexham in the Hunter Valley, a thunderstorm produced hail 4 cm in diameter. The hail damaged up to 10,000 motor vehicles and stripped leaves off trees.  At Wallsend a thunderstorm produced 4 cm hail, at Kahibah strong winds and 2 cm hail was reported and at New Lambton hail 3-4 cm in diameter was reported. The SES received more than 257 calls for assistance in the Newcastle city area.  The Insurance Council of Australia estimated the 2006 damage at $51 million, with the 2011 estimated normalised cost of $60 million.",10/31/2006 0:00,10/31/2006 0:00,-32.82806015,151.6847076,,,,,,,51000000,,,,,,,,,,,,,,10000,,,,,,,,,,,New South Wales,,http://www.emknowledge.gov.au/resource/?id=14,
460,Disaster Event,Hail - Port Broughton,"On 14 November 1979 Port Broughton sustained damaged by a line of ferocious storms that hit south-eastern South Australia. Very strong winds and hail ruined solid brick houses, holiday shacks and caravans. Cars were pushed sideways along the road. Pine trees up to 30 m tall were uprooted.  There was no loss of life during the event which was considered to be amazing. Eleven people were injured requiring hospital admission, 60 others required hospital treatment.  While Port Broughton incurred the most damage, other areas were also affected by this weather event. Destruction was felt from the mid north to northern Adelaide Plains. Clare experienced severe damage; houses lost their roofs and sheds were demolished in the high winds. Likewise the northern suburbs of Adelaide saw houses unroofed and the trees blown over in areas such Salisbury North, Parafield Gardens, and Munno Para.  The agriculture industry was severely impacted with crops damaged, glass houses broken, grape vines stripped, storage tanks squashed, orchards destroyed and many farmers livelihoods built up over many years were lost within ten minutes.  According to the Bureau of Meteorology Regional Forecasting Centre, the thunderstorm triggered by the trough line that extended across Yorke Peninsula moved over Port Broughton and produced destructive winds. The winds at all levels through the atmosphere were very strong. A thunderstorm is classified as severe if it produces wind gusts of 90 km per hour of more. On this day gusts were much higher with reports of 135 km per hour to 160 km per hour. Isolated large hail coming from very cold air high above the earth's surface was rapidly transported to the surface by downdrafts and accompanied the thunderstorms associated with the trough immediately to the east causing damage to some of Adelaide&rsquo;s northern suburbs.  The Insurance Council of Australia estimated the 1979 damage at $10 million, with the 2011 normalised cost of $92 million.",11/14/1979 0:00,11/14/1979 0:00,-33.60050201,137.9333191,,,,150,71,,10000000,,,,,,,,,,,,,,,,,,,,,,,,,South Australia,,http://www.emknowledge.gov.au/resource/?id=460,
69,Disaster Event,Severe Storm - Ballarat,"On 16 November 1989, a hail storm hit Ballarat resulting in damage to houses and cars.  The Insurance Council of Australia estimated&nbsp;the 1989 damage at $20 million, with the 2011 estimated normalised cost of $81 million.",11/16/1989 0:00,11/16/1989 0:00,-37.56158829,143.8562317,,,,,,,20000000,,,,,,,,,,,,,,,,,,,,,,,,,Victoria,,http://www.emknowledge.gov.au/resource/?id=69,
491,Disaster Event,Severe Storm - South-East Queensland Nov 2008,"Between 16 and 22 November 2008 heavy rains and subsequent flooding affected the Brisbane region and surrounding areas. A surface trough developed through inland Queensland and combined with an upper level trough system to deliver severe thunderstorms and flood rainfall across parts of south-east Queensland. The system affected multiple towns including Ipswich, Lockyer Valley, Bundamba, Tallagalla, Forest Hill and Ebbw Vale.  The heavy deluge produced significant rainfall over the catchment areas, which resulted in rapid river rises and consequent flooding. There was widespread damage to infrastructure including roads, railway lines and bridges as well as buildings and houses. Furthermore, many vehicles were damaged due to the rapid rise in rivers and creeks.  A person died when their car was swept away by floodwaters at a crossing on Laidley Creek at Forest Hill near Gatton.  The Insurance Council of Australia estimated the 2008 damage at $309 million, with the 2011 estimated normalised cost of $355 million.",11/16/2008 0:00,11/22/2008 0:00,-27.6130867,152.758194,,,,,,1,309000000,,,,,,,,,,,,,,,,,,,,,,,,,Queensland,,http://www.emknowledge.gov.au/resource/?id=491,
333,Disaster Event,Severe Storm - New England and Hunter Valley,"On 17 November 1996 the areas of the Hunter Valley and New England (particularly Tamworth) experienced severe storms, hail and wind damage. Winds up to 111 km per hour felled trees, powerlines and damaged houses, buildings and blocked some roads. The worst affected areas included Tamworth, Werris Creek, Coonabarabran, Baradine, Dungog, Scone, Stroud and Forster with all experiencing varying degrees of storm damage.  The Insurance Council of Australia estimated the 1996 damage at $10 million, with the 2011 estimated normalised cost of $28 million.",11/17/1996 0:00,11/17/1996 0:00,-31.09020615,150.9302979,,,,,,1,10000000,,,,,,,,,,,,,,,,,,,,,,,,,New South Wales,,http://www.emknowledge.gov.au/resource/?id=333,
424,Disaster Event,Severe Storm - Eastern New South Wales,"On 18 November 2001, severe thunderstorms affected many parts of eastern New South Wales. Most of the impact was felt at Nelson Bay, where thunderstorms and tornadoes occurred with winds reaching up to 150 km per hour. It was reported more than 100 buildings were damaged and several boats destroyed.  Significant damage also occurred in the Lower Hunter Valley and the Sydney metropolitan regions of Penrith, Richmond and Horsley Park from strong wind gusts. Approximately 2000 homes and 200 cars were damaged and three people were killed.  Wisemans Ferry reported hail 3 cm in diameter. More hail similar in size occurred at Bundarra, Ben Lomond (Northern Tablelands), and in Canberra small hail fell in the northern suburbs on the afternoon on 18 November.  The Insurance Council of Australia estimated the 2001 damage at $30 million, with the 2011 estimated normalised cost of $99 million.",11/18/2001 0:00,11/21/2001 0:00,-32.72064972,152.1438293,,,,,,3,30000000,,,2000,,,,,,,,,,,200,,,,,,,,,,,New South Wales,,http://www.emknowledge.gov.au/resource/?id=424,
302,Disaster Event,Severe Storm - Sydney and Blue Mountains,"A severe storm moved across the Blue Mountains and into Sydney, northern suburbs and beaches on the 20 November 1994 resulting in considerable damage. Trees were uprooted, houses and cars damaged, powerlines fell and some buildings collapsed. Thousands of houses lost power. Two injuries reportedly occurred during the storm and two people drowned on the Harbour in strong winds when their sailing skiff capsized. The storm moved into western Sydney and while the impact was not as severe as in the north, power was lost to thousands of homes and rail services were cut in some areas.  Property damage was also reported from rural areas including Narromine and Dubbo where wind gusts were recorded up to 139 km per hour.  The Insurance Council of Australia estimated the 1994 damage at $29 million, with the 2011 estimated normalised cost of $100 million.",11/20/1994 0:00,11/20/1994 0:00,-33.91601181,150.9922791,,,,,2,2,29000000,,,,,,,,,,,,,,,,,,,,,,,,,New South Wales,,http://www.emknowledge.gov.au/resource/?id=302,
548,Disaster Event,Severe Storm - Coffs Harbour,"In the early evening on 23 November 1996, Coffs Harbour experienced flash flooding from heavy rainfall with up to 300 mm of rain falling in a two hour period. This caused water to rise approximately 1.5 m in the centre of the town, damaging most shops. The severe storm was a result of an off shore low pressure system that was strengthened by the steep ranges of Coffs Harbour.  Coffs Creek flooded, which was intensified by the high tide. One person drowned, having been swept away by the rising flood water.  Approximately 300 people were moved to higher ground due to inundation. Crops were destroyed and mudslides covered the Pacific Highway.  The Insurance Council of Australia estimated the 1996 damage at $20 million, with the 2011 estimated normalised cost of $67 million.",11/23/1996 0:00,11/23/1996 0:00,-30.29405403,153.1161194,,,,,,1,20000000,,,,,,,,,,,,,,,,,,,,,,,,,New South Wales,,http://www.emknowledge.gov.au/resource/?id=548,
587,Disaster Event,"Bushfire - Augusta and Margaret River, Western Australia 2011","On 23 November 2011 a fire broke containment lines from a prescribed burn in Leeuwin-Naturaliste National Park, forcing hundreds to evacuate their homes.  Approximately 300 residents were forced to evacuate over a three day period.&nbsp;The fire was brought under control on 26 November 2011. In total 3400 ha, 32 houses, five sheds, nine chalets, and one shop were destroyed by the fire &nbsp;in the coastal communities of Prevelly, Redgate and Gnarabup.&nbsp;Some residents were unable to return home due to pollution from asbestos and other contaminants spread by the fire.  A new fire started at Nannup on 2 December 2011 also from a prescribed burn that broke containment lines. It threatened more than 200 homes and forced evacuations in Augusta and Molloy Island. Approximately 55,150 ha were burnt and a small amount of property was lost.  Many fires were ablaze in Western Australia during this period; on 24 November there were a total of 13 fire fronts burning.  Premier Colin Barnett declared the fires an 'Eligible Natural Disaster' for the purposes of the Western Australia Natural Disaster Relief and Recovery Arrangements, with funding to be provided from FESA and the Commonwealth Government.  The Insurance Council of Australia estimated the preliminary 2011 damage at $53 million.",11/23/2011 0:00,12/06/2011 0:00,-34.31492233,115.159256,,,,,,,53000000,,,,32,,13,,,,,,,,,,,,,,,,,,,Western Australia,,http://www.emknowledge.gov.au/resource/?id=587,
338,Disaster Event,Severe Storm - Hunter Valley and Mid-North Coast,"On the 30 November 1995, the areas of the Hunter Valley and mid-north coast experienced thunderstorms with high winds. The greatest damage occurred in Maitland, Metford, Thornton and Taree. More than 120 buildings were unroofed or seriously damaged.  The Insurance Council of Australia estimated the 1995 damage at $10 million, with the 2011 estimated normalised cost of $31 million.",11/30/1995 0:00,11/30/1995 0:00,-32.76039124,151.6027374,,,,,,,10000000,,,,,,,,,,,,,,,,,,,,,,,,,New South Wales,,http://www.emknowledge.gov.au/resource/?id=338,
501,Disaster Event,Flood - Queensland Nov 2010,"In late November 2010, rain began falling in Queensland. By January 2011 extensive flooding had occurred to 75 per cent of the state and a disaster zone was declared. In total, 33 people lost their lives in flood and cyclone events and three people were still listed missing as of March 2012.  On 25 December 2010, Cyclone Tasha crossed the northern Queensland coast and brought disaster to every river system south of the Tropic of Capricorn and as far west as Longreach and Charleville.  The flooding engulfed Alpha, Jericho, Chinchilla, Dalby, Theodore, Warwick, Bundaberg, Gayndah, Munduberra, Emerald, Rockhampton, Condamine and St George. The Condamine River, the Balonne River, the Burnett River, the Comet River, the Dawson River and the Nagoa River reached flood peaks never before recorded.  On 10 January 2011 a wall of water swept through Toowoomba, then travelled west, flooding Oakey, Dalby, Chinchilla and Condamine for a second time, causing flooding through the Lockyer Valley, including Murphy&rsquo;s Creek, Postman&rsquo;s Ridge, Helidon, Grantham, Laidley, Lowood, Fernvale and Forrest Hill.  The floodwaters affected the Bremer, Lockyer and Brisbane River systems, reaching heights that engulfed Ipswich, Goodna, Gailes, Karalee and suburbs of Brisbane.  During this period approximately 3572 businesses were inundated.  There were 5900 people evacuated from 3600 homes. Commercial loss was approximately $4 billion across the mining, agriculture and tourism sectors. Nineteen thousand kilometres of roads were damaged. Three major ports were significantly affected. More than 28 per cent of the Queensland rail network was left twisted and displaced. An estimated 28,000 homes would need to be rebuilt while vast numbers of dwellings require extensive repairs.  The judicial inquiry into Queensland's floods started on 10 February 2011, a final report was published in March 2012.  The Insurance Council of Australia estimates the 2011 damage at $2.38 billion with an estimated total reserve of $3.71 billion. Further payouts will be made to claimants for progress payments for rebuilding and business interruption. The insurance costs totalled $1.33 billion for Cyclone Yasi.",11/30/2010 0:00,1/17/2011 0:00,-27.56394386,151.9540558,,,5900,,,33,2380000000,,,3600,,29000,,,3572,,,,,,,,,,,,,,,,,Queensland,,http://www.emknowledge.gov.au/resource/?id=501,
471,Disaster Event,Hail - Brighton,"A severe storm caused hail damage in northern Brisbane, Bracken Ridge, and extensive damage to 5000 homes in Brighton.  The Insurance Council of Australia estimated the 1980 damage at $15 million, with the 2011 estimated&nbsp;normalised&nbsp;cost of $238 million.",12/16/1980 0:00,12/16/1980 0:00,-27.30474854,153.0626831,,,,,,,15000000,,,5000,,,,,,,,,,,,,,,,,,,,,,Queensland,,http://www.emknowledge.gov.au/resource/?id=471,
265,Disaster Event,"Flood - Gnarr Creek, Ballarat","In December 1991, flood waters damaged homes and businesses in Ballarat due to the largest flood event recorded at the time for the Gnarr Creek system. Investment in storm water management systems occurred after this flood in an attempt to avoid a recurrence.  The Insurance Council of Australia estimated the 1991 damage at $24 million, with the 2011 estimated normalised cost of $90 million.",12/16/1991 0:00,12/18/1991 0:00,-37.56203079,143.8566589,,,,220,,,24000000,,,,,,,,,,,,,,,,,,,,,,,,,Victoria,,http://www.emknowledge.gov.au/resource/?id=265,
280,Disaster Event,Hail - Brisbane and Region,"On 16 December 1998, a severe storm crossed Brisbane suburbs causing extensive hail damage. The most affected suburbs were Clayfield, Windsor, Wilston, Albion, Northgate and Wavell Heights.  The Insurance Council of Australia estimated the 1998 damage at $76 million, with the 2011 estimated normalised&nbsp;cost of $254 million.",12/16/1998 0:00,12/16/1998 0:00,-27.41870308,153.0553284,,,,,,,76000000,,,2600,,,,,550,,,,,,1500,,,,,,,,,,,Queensland,,http://www.emknowledge.gov.au/resource/?id=280,
